광역지자체명,기초지자체명,광역지자체 방문자 수,광역지자체 방문자 비율,기초지자체 방문자 수,기초지자체 방문자 비율
경상북도,경산시,5444033.0,8.5,660278.0,7.3
경상북도,의성군,5444033.0,8.5,269272.0,3.0
경상북도,청송군,5444033.0,8.5,166086.0,1.8
경상북도,영양군,5444033.0,8.5,78512.0,0.9
경상북도,영덕군,5444033.0,8.5,322749.0,3.6
경상북도,청도군,5444033.0,8.5,298812.0,3.3
경상북도,고령군,5444033.0,8.5,165036.0,1.8
경상북도,성주군,5444033.0,8.5,235438.0,2.6
경상북도,칠곡군,5444033.0,8.5,538366.0,6.0
경상북도,예천군,5444033.0,8.5,236495.0,2.6
경상북도,봉화군,5444033.0,8.5,166912.0,1.8
경상북도,울진군,5444033.0,8.5,254387.0,2.8
경상북도,울릉군,5444033.0,8.5,40050.0,0.4
광주광역시,동구,1596130.0,2.5,536312.0,14.1
광주광역시,서구,1596130.0,2.5,931553.0,24.5
광주광역시,남구,1596130.0,2.5,430994.0,11.3
광주광역시,북구,1596130.0,2.5,998924.0,26.3
광주광역시,광산구,1596130.0,2.5,903854.0,23.8
대구광역시,중구,2594816.0,4.1,1006674.0,14.0
대구광역시,동구,2594816.0,4.1,1267900.0,17.7
대구광역시,서구,2594816.0,4.1,434696.0,6.1
대구광역시,남구,2594816.0,4.1,468377.0,6.5
대구광역시,북구,2594816.0,4.1,1003524.0,14.0
대구광역시,수성구,2594816.0,4.1,945990.0,13.2
대구광역시,달서구,2594816.0,4.1,1119923.0,15.6
대구광역시,달성군,2594816.0,4.1,639625.0,8.9
대구광역시,군위군,2594816.0,4.1,282212.0,3.9
대전광역시,동구,1701098.0,2.7,810306.0,19.6
대전광역시,중구,1701098.0,2.7,798756.0,19.3
대전광역시,서구,1701098.0,2.7,1039962.0,25.1
대전광역시,유성구,1701098.0,2.7,976672.0,23.6
대전광역시,대덕구,1701098.0,2.7,514843.0,12.4
부산광역시,중구,3482252.0,5.4,624264.0,5.7
부산광역시,서구,3482252.0,5.4,366058.0,3.4
부산광역시,동구,3482252.0,5.4,599305.0,5.5
부산광역시,영도구,3482252.0,5.4,387258.0,3.5
부산광역시,부산진구,3482252.0,5.4,1185688.0,10.9
부산광역시,동래구,3482252.0,5.4,776895.0,7.1
부산광역시,남구,3482252.0,5.4,560276.0,5.1
부산광역시,북구,3482252.0,5.4,525612.0,4.8
부산광역시,해운대구,3482252.0,5.4,1286912.0,11.8
부산광역시,사하구,3482252.0,5.4,511752.0,4.7
부산광역시,금정구,3482252.0,5.4,606680.0,5.6
부산광역시,강서구,3482252.0,5.4,726565.0,6.7
부산광역시,연제구,3482252.0,5.4,555664.0,5.1
부산광역시,수영구,3482252.0,5.4,729144.0,6.7
부산광역시,사상구,3482252.0,5.4,524976.0,4.8
부산광역시,기장군,3482252.0,5.4,949868.0,8.7
서울특별시,종로구,8629782.0,13.5,1692548.0,6.1
서울특별시,중구,8629782.0,13.5,1637794.0,5.9
서울특별시,용산구,8629782.0,13.5,1494854.0,5.4
서울특별시,성동구,8629782.0,13.5,870202.0,3.1
서울특별시,광진구,8629782.0,13.5,1016116.0,3.7
서울특별시,동대문구,8629782.0,13.5,850185.0,3.1
서울특별시,중랑구,8629782.0,13.5,660678.0,2.4
서울특별시,성북구,8629782.0,13.5,807454.0,2.9
서울특별시,강북구,8629782.0,13.5,603589.0,2.2
서울특별시,도봉구,8629782.0,13.5,608458.0,2.2
서울특별시,노원구,8629782.0,13.5,1016400.0,3.7
서울특별시,은평구,8629782.0,13.5,683400.0,2.5
서울특별시,서대문구,8629782.0,13.5,1083642.0,3.9
서울특별시,마포구,8629782.0,13.5,1568553.0,5.7
서울특별시,양천구,8629782.0,13.5,626276.0,2.3
서울특별시,강서구,8629782.0,13.5,1280776.0,4.6
서울특별시,구로구,8629782.0,13.5,967894.0,3.5
서울특별시,금천구,8629782.0,13.5,413126.0,1.5
서울특별시,영등포구,8629782.0,13.5,1443096.0,5.2
서울특별시,동작구,8629782.0,13.5,937100.0,3.4
서울특별시,관악구,8629782.0,13.5,915946.0,3.3
서울특별시,서초구,8629782.0,13.5,1877012.0,6.8
서울특별시,강남구,8629782.0,13.5,2159381.0,7.8
서울특별시,송파구,8629782.0,13.5,1755296.0,6.3
서울특별시,강동구,8629782.0,13.5,788456.0,2.8
세종특별자치시,세종특별자치시,541205.0,0.8,586383.0,100.0
울산광역시,중구,1080384.0,1.7,446936.0,17.1
울산광역시,남구,1080384.0,1.7,722964.0,27.7
울산광역시,동구,1080384.0,1.7,270872.0,10.4
울산광역시,북구,1080384.0,1.7,442642.0,17.0
울산광역시,울주군,1080384.0,1.7,723824.0,27.8
인천광역시,중구,3671854.0,5.7,1926068.0,24.7
인천광역시,동구,3671854.0,5.7,143430.0,1.8
인천광역시,미추홀구,3671854.0,5.7,818542.0,10.5
인천광역시,연수구,3671854.0,5.7,824946.0,10.6
인천광역시,남동구,3671854.0,5.7,960592.0,12.3
인천광역시,부평구,3671854.0,5.7,918253.0,11.8
인천광역시,계양구,3671854.0,5.7,537418.0,6.9
인천광역시,서구,3671854.0,5.7,960852.0,12.3
인천광역시,강화군,3671854.0,5.7,501011.0,6.4
인천광역시,옹진군,3671854.0,5.7,200620.0,2.6
전라남도,목포시,4106578.0,6.4,666379.0,9.6
전라남도,여수시,4106578.0,6.4,707287.0,10.2
전라남도,순천시,4106578.0,6.4,632401.0,9.1
전라남도,나주시,4106578.0,6.4,399606.0,5.8
전라남도,광양시,4106578.0,6.4,305728.0,4.4
전라남도,담양군,4106578.0,6.4,395272.0,5.7
전라남도,곡성군,4106578.0,6.4,161416.0,2.3
전라남도,구례군,4106578.0,6.4,178976.0,2.6
전라남도,고흥군,4106578.0,6.4,308637.0,4.5
전라남도,보성군,4106578.0,6.4,246141.0,3.6
전라남도,화순군,4106578.0,6.4,307853.0,4.4
전라남도,장흥군,4106578.0,6.4,192678.0,2.8
전라남도,강진군,4106578.0,6.4,178591.0,2.6
전라남도,해남군,4106578.0,6.4,314338.0,4.5
전라남도,영암군,4106578.0,6.4,249806.0,3.6
전라남도,무안군,4106578.0,6.4,377912.0,5.5
전라남도,함평군,4106578.0,6.4,183498.0,2.6
전라남도,영광군,4106578.0,6.4,265811.0,3.8
전라남도,장성군,4106578.0,6.4,247674.0,3.6
전라남도,완도군,4106578.0,6.4,226670.0,3.3
전라남도,진도군,4106578.0,6.4,169316.0,2.4
전라남도,신안군,4106578.0,6.4,215394.0,3.1
전북특별자치도,전주시,3088880.0,4.8,1458496.0,24.5
전북특별자치도,군산시,3088880.0,4.8,690708.0,11.6
전북특별자치도,익산시,3088880.0,4.8,637161.0,10.7
전북특별자치도,정읍시,3088880.0,4.8,356262.0,6.0
전북특별자치도,남원시,3088880.0,4.8,326018.0,5.5
전북특별자치도,김제시,3088880.0,4.8,348635.0,5.9
전북특별자치도,완주군,3088880.0,4.8,521479.0,8.8
전북특별자치도,진안군,3088880.0,4.8,156552.0,2.6
전북특별자치도,무주군,3088880.0,4.8,241860.0,4.1
전북특별자치도,장수군,3088880.0,4.8,98490.0,1.7
전북특별자치도,임실군,3088880.0,4.8,305078.0,5.1
전북특별자치도,순창군,3088880.0,4.8,149450.0,2.5
전북특별자치도,고창군,3088880.0,4.8,314766.0,5.3
전북특별자치도,부안군,3088880.0,4.8,351810.0,5.9
제주특별자치도,제주시,969342.0,1.5,959875.0,55.5
제주특별자치도,서귀포시,969342.0,1.5,770602.0,44.5
충청남도,천안시,4274865.0,6.7,1374772.0,19.2
충청남도,공주시,4274865.0,6.7,593502.0,8.3
충청남도,보령시,4274865.0,6.7,540960.0,7.5
충청남도,아산시,4274865.0,6.7,732340.0,10.2
충청남도,서산시,4274865.0,6.7,449040.0,6.3
충청남도,논산시,4274865.0,6.7,434273.0,6.1
충청남도,계룡시,4274865.0,6.7,98060.0,1.4
충청남도,당진시,4274865.0,6.7,607425.0,8.5
충청남도,금산군,4274865.0,6.7,278814.0,3.9
충청남도,부여군,4274865.0,6.7,337746.0,4.7
충청남도,서천군,4274865.0,6.7,342818.0,4.8
충청남도,청양군,4274865.0,6.7,135040.0,1.9
충청남도,홍성군,4274865.0,6.7,332290.0,4.6
충청남도,예산군,4274865.0,6.7,368882.0,5.1
충청남도,태안군,4274865.0,6.7,543886.0,7.6
충청북도,청주시,2836351.0,4.4,2013088.0,37.5
충청북도,충주시,2836351.0,4.4,843206.0,15.7
충청북도,제천시,2836351.0,4.4,413052.0,7.7
충청북도,보은군,2836351.0,4.4,230766.0,4.3
충청북도,옥천군,2836351.0,4.4,275142.0,5.1
충청북도,영동군,2836351.0,4.4,193518.0,3.6
충청북도,증평군,2836351.0,4.4,123228.0,2.3
충청북도,진천군,2836351.0,4.4,250187.0,4.7
충청북도,괴산군,2836351.0,4.4,352236.0,6.6
충청북도,음성군,2836351.0,4.4,369712.0,6.9
충청북도,단양군,2836351.0,4.4,307741.0,5.7
